repository,type,source,keyword,summary,link,status
boto/botocore,Issue,body+comment+title,OS=unix|windows; FIX=bug|compatibility|fail|fails|failure|fix|workaround; CAUSE=time zone|timezone,OSError raised if called with 0.0 and different local timezone (UTC+1),https://github.com/boto/botocore/issues/1939,To review
aboutcode-org/scancode-toolkit,Issue,body+title,OS=linux|windows; FIX=bug|fails,"Scanning a path with ""%"" fails on Windows",https://github.com/aboutcode-org/scancode-toolkit/issues/1876,To review
aboutcode-org/scancode-toolkit,Issue,body+comment+title,OS=centos|cygwin|linux|posix|windows; FIX=bug|fails|fix|fixed|regression,"Running v3.1.1 fails with ""cannot import name RPM""",https://github.com/aboutcode-org/scancode-toolkit/issues/1875,To review
aws/aws-parallelcluster,Issue,body,OS=centos|linux|ubuntu; FIX=failure|fix,Q: Possible Slurm / Spot issue?,https://github.com/aws/aws-parallelcluster/issues/1587,To review
PaulMcInnis/JobFunnel,Issue,body+title,OS=linux|ubuntu; FIX=failing,Failing in ubuntu OS,https://github.com/PaulMcInnis/JobFunnel/issues/36,To review
Xpra-org/xpra,Issue,comment,OS=macos|win32; FIX=fixed; TEST_CI=test; API=subprocess,add splash screen,https://github.com/Xpra-org/xpra/issues/2540,To review
G-Node/python-odml,Issue,body+title,OS=fedora; FIX=fails|fix; TEST_CI=test|tests,Test failiure on Python 3.8,https://github.com/G-Node/python-odml/issues/343,To review
aegirhall/console-menu,Issue,body+title,OS=debian|windows|wsl; FIX=bug; API=platform.system|subprocess,"""clear"" command in WSL",https://github.com/aegirhall/console-menu/issues/34,Related!!
Xpra-org/xpra,Issue,body+comment,OS=linux|macos|win32|windows; FIX=bug|fix|fixed|fixes|regression|workaround; CAUSE=encoding,use header bar for window controls,https://github.com/Xpra-org/xpra/issues/2539,To review
Bee-Mar/mmpm,Issue,comment,OS=unix|windows; FIX=failure|fixed,MMPM does not detect git failures,https://github.com/Bee-Mar/mmpm/issues/10,To review
Xpra-org/xpra,Issue,body+comment,OS=win32|windows; FIX=bug|fix|fixed|portable|regression; CAUSE=encoding,Show full screen name in tray,https://github.com/Xpra-org/xpra/issues/2528,To review
BoboTiG/python-mss,Issue,body+title,OS=macos|windows; FIX=fix,[macOS] Catalina does not allow to capture the screen (+fix),https://github.com/BoboTiG/python-mss/issues/134,To review
alan-turing-institute/AIrsenal,Issue,body+title,OS=linux; FIX=bug|failing; TEST_CI=test|tests|travis,Travis builds failing due to regex import error,https://github.com/alan-turing-institute/AIrsenal/issues/150,To review
aws/aws-sam-cli,Issue,body+comment,OS=arch|fedora|linux|macos|unix; FIX=bug|fails|fix|fixed|fixes|skip; TEST_CI=ci|test; CAUSE=chmod|encoding; API=pathlib,Support local development on machines running Podman instead of Docker,https://github.com/aws/aws-sam-cli/issues/1668,To review
aws/amazon-sagemaker-examples,Issue,body+title,OS=windows; FIX=fails,git checkout on `Windows 10 + Git Bash` fails with `Filename too long`,https://github.com/aws/amazon-sagemaker-examples/issues/950,To review
OmniSharp/omnisharp-vim,Issue,body+comment,OS=unix|windows; FIX=fail|fails|fix|fixed; TEST_CI=test|travis,Installation failed inside PowerShell,https://github.com/OmniSharp/omnisharp-vim/issues/539,To review
Xpra-org/xpra,Issue,body+comment,OS=cygwin|fedora|linux|macos|osx|posix|rhel|unix|win32|windows; FIX=bug|fail|failing|fails|failure|fix|fixed|fixes|regression|skip; TEST_CI=test,Popup not shown,https://github.com/Xpra-org/xpra/issues/2514,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|unix; FIX=broken|failure|fix; CAUSE=symlink,Clicking past cert errors with HTML5 client over https resulting in ws request failures.,https://github.com/Xpra-org/xpra/issues/2506,To review
GNS3/gns3-server,Issue,body+title,OS=windows; FIX=broken,Windows 10 build 1903 & loopback interfaces,https://github.com/GNS3/gns3-server/issues/1701,To review
Xpra-org/xpra,Issue,body+title,OS=mingw|msys2; FIX=fail,python2 msys2 long term support,https://github.com/Xpra-org/xpra/issues/2501,To review
Xpra-org/xpra,Issue,body+comment+title,OS=macos; FIX=fix|fixed,macOS openGL client errors (gl_paint_planar),https://github.com/Xpra-org/xpra/issues/2499,To review
AndrewAnnex/SpiceyPy,Issue,body+title,OS=darwin|macos; FIX=fails,Fails to build wheels in macOS Catalina,https://github.com/AndrewAnnex/SpiceyPy/issues/329,To review
AndrewAnnex/SpiceyPy,Issue,body+title,OS=darwin|macos; FIX=fails,Fails to build wheels in macOS Catalina,https://github.com/AndrewAnnex/SpiceyPy/issues/329,To review
Xpra-org/xpra,Issue,body+comment+title,OS=win32|windows; FIX=bug|fixed|regression|workaround,missing cursors with win32 client,https://github.com/Xpra-org/xpra/issues/2498,To review
cherrypy/cherrypy,Issue,body+comment+title,OS=macos; FIX=fail|failing|fix; TEST_CI=appveyor|ci|test|tests,All pull requests fail checks,https://github.com/cherrypy/cherrypy/issues/1829,To review
Xpra-org/xpra,Issue,body+comment+title,OS=linux|macos|windows; FIX=fixed|fixes|skip; CAUSE=encoding,macos shows a shadow on transparent windows,https://github.com/Xpra-org/xpra/issues/2495,To review
Xpra-org/xpra,Issue,body+title,OS=win32; FIX=fixed|regression,win32 window black shadow regression,https://github.com/Xpra-org/xpra/issues/2493,To review
OSInside/kiwi,Issue,body,OS=ubuntu; FIX=fail|fails,Search for grub2-mkconfing tool in wrong paths,https://github.com/OSInside/kiwi/issues/1276,To review
aws/aws-parallelcluster,Issue,body,OS=centos; FIX=bug|fail|fails|failure|workaround,Support for Centos7 AMI in China,https://github.com/aws/aws-parallelcluster/issues/1491,To review
benoitc/gunicorn,Issue,body+title,OS=aix; FIX=fails|fixed,gunicorn fails on IBM i with Python <3.7,https://github.com/benoitc/gunicorn/issues/2194,To review
Xpra-org/xpra,Issue,body+comment+title,OS=darwin|macos|osx; FIX=bug|fails|fix|fixed|fixes|regression|workaround; TEST_CI=test,macos opengl paint error,https://github.com/Xpra-org/xpra/issues/2491,To review
cleanlab/cleanlab,Issue,comment+title,OS=windows; FIX=fix|fixed; TEST_CI=matrix|test,psx' is not defined in get_noise_indices() - issue for WINDOWS python users,https://github.com/cleanlab/cleanlab/issues/16,To review
OSInside/kiwi,Issue,body+comment,OS=fedora|linux|ubuntu; FIX=bug|fix|workaround; TEST_CI=test; CAUSE=permission denied,security.selinux error while building a vagrant box,https://github.com/OSInside/kiwi/issues/1270,To review
IDAES/idaes-pse,Issue,body+title,OS=macos|osx; FIX=fail; TEST_CI=ci|github actions|tests,macOS Binaries,https://github.com/IDAES/idaes-pse/issues/157,To review
aws/aws-parallelcluster,Issue,body+title,OS=ubuntu; FIX=bug|failing|fails|failure,Failing to create cluster when using GPU instance with ubuntu 18 and Slurm,https://github.com/aws/aws-parallelcluster/issues/1479,To review
Xpra-org/xpra,Issue,body+comment,OS=centos|macos|osx|windows; FIX=bug|fix|fixed,"iconified client auto-opens on wake-from-sleep, twice",https://github.com/Xpra-org/xpra/issues/2484,To review
Xpra-org/xpra,Issue,body+title,OS=fedora|macos; FIX=fixed,macos GTK3 maximize does not stick,https://github.com/Xpra-org/xpra/issues/2482,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|linux|macos|windows; FIX=bug|fix|fixed|fixes|regression; TEST_CI=test|tests,Laggy unless XPRA_OPENGL_DRAW_REFRESH=0,https://github.com/Xpra-org/xpra/issues/2481,To review
aws/aws-sam-cli,Issue,body+comment,OS=windows; FIX=fail|failing|fails|fix; TEST_CI=appveyor|test|tests,v0.32.0 Checklist,https://github.com/aws/aws-sam-cli/issues/1533,To review
benoitc/gunicorn,Issue,body+comment+title,OS=alpine|debian|linux; FIX=bug|fix|workaround; TEST_CI=test; CAUSE=.so,Gunicorn 20.0.0: find_library('c') doesn't work in Alpine Linux,https://github.com/benoitc/gunicorn/issues/2160,To review
andreoliwa/nitpick,Issue,body+comment,OS=linux|windows; FIX=broken|bug|fix; TEST_CI=pytest; CAUSE=executable|path separator; API=pathlib|posixpath,Can't download default style with nitpick,https://github.com/andreoliwa/nitpick/issues/115,To review
GNS3/gns3-server,Issue,body+comment+title,OS=fedora|windows; FIX=fail,GNS3 doesn't work with Fedora 31,https://github.com/GNS3/gns3-server/issues/1688,To review
GNS3/gns3-server,Issue,body,OS=linux|ubuntu; FIX=failing,gns3server cannot start Virtualbox instance,https://github.com/GNS3/gns3-server/issues/1687,To review
Xpra-org/xpra,Issue,body,OS=fedora|win32|windows; FIX=fixed; TEST_CI=test,Problems sending control characters,https://github.com/Xpra-org/xpra/issues/2478,To review
SwatPhonLab/UltraTrace,Issue,body+comment,OS=linux|os x; FIX=bug|fix|fixed,Ability to zoom image,https://github.com/SwatPhonLab/UltraTrace/issues/26,To review
SwatPhonLab/UltraTrace,Issue,body+title,OS=osx; FIX=broken; CAUSE=utf-8,Scrolling broken on certain versions of Python/OSX/Tcl,https://github.com/SwatPhonLab/UltraTrace/issues/18,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|linux|mingw|msys2|win32|windows; FIX=breakage|broken|bug|failing|fix|fixed|fixes; TEST_CI=test; CAUSE=encoding,"clipped window, title bar buttons missing",https://github.com/Xpra-org/xpra/issues/2475,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|mingw|msys|msys2|win32; FIX=bug|fails|failure|fixes|skip; CAUSE=.dll,0-day: rebuild with new pdfium dll,https://github.com/Xpra-org/xpra/issues/2470,To review
compiler-explorer/infra,Issue,body,OS=linux; FIX=fixes,Update Intel compiler,https://github.com/compiler-explorer/infra/issues/277,To review
Xpra-org/xpra,Issue,body+comment,OS=macos|win32|windows; FIX=bug|fixed|fixes; TEST_CI=test,move to opengl core profile,https://github.com/Xpra-org/xpra/issues/2467,To review
alan-turing-institute/AIrsenal,Issue,body+comment+title,OS=windows; FIX=fix|workaround; TEST_CI=test|tests|travis,Default Database Path Doesn't Exist on Windows,https://github.com/alan-turing-institute/AIrsenal/issues/134,To review
Xpra-org/xpra,Issue,body+comment+title,OS=fedora|linux|mingw64|win32|windows; FIX=bug|fails|fix|fixed|fixes|regression; CAUSE=.dll|encoding,GTK3 OpenGL win32 window is transparent,https://github.com/Xpra-org/xpra/issues/2466,To review
aws/aws-sam-cli,Issue,body+title,OS=darwin|linux|windows; FIX=bug|failing; TEST_CI=test,NodeJs custom module can't be required on Mac OS but working on windows,https://github.com/aws/aws-sam-cli/issues/1481,To review
alan-turing-institute/AIrsenal,Issue,body+title,OS=linux|os x|windows; FIX=failing|fix; TEST_CI=tests|travis,Get Travis working for Windows,https://github.com/alan-turing-institute/AIrsenal/issues/128,To review
Xpra-org/xpra,Issue,body+comment,OS=ubuntu|windows; FIX=bug|fail|fix|fixed|fixes; CAUSE=encoding,"up resuming, client window not on the focused workspace is black.",https://github.com/Xpra-org/xpra/issues/2462,To review
NagiosEnterprises/ncpa,Issue,body+comment+title,OS=debian|linux|posix|windows; FIX=fixed|fixes|workaround; TEST_CI=test; API=os.name|subprocess,ncpa-2.1.9/windows: Plugin arguments will be wrapped by double quotes,https://github.com/NagiosEnterprises/ncpa/issues/585,To review
andreoliwa/nitpick,Issue,body+comment,OS=windows; FIX=broken|bug|fix|fixes; TEST_CI=pytest|test|travis; CAUSE=executable,Infinite loop in generic.climb_directory_tree,https://github.com/andreoliwa/nitpick/issues/101,To review
Xpra-org/xpra,Issue,body+comment,OS=fedora|windows; FIX=broken|failure|fixed; TEST_CI=test; CAUSE=.so,Missing jquery.js file error,https://github.com/Xpra-org/xpra/issues/2449,To review
Xpra-org/xpra,Issue,body+title,OS=centos; FIX=fixed,xpra centos 7 x86_64 repodata missing,https://github.com/Xpra-org/xpra/issues/2446,To review
AndrewAnnex/SpiceyPy,Issue,body+comment,OS=windows; FIX=bug|fails|fix|fixed; TEST_CI=ci|pytest,function 'ckfrot_' not found,https://github.com/AndrewAnnex/SpiceyPy/issues/305,Not related
alan-turing-institute/AIrsenal,Issue,body+comment+title,OS=linux|osx|windows; FIX=failing; TEST_CI=ci|test|tests|travis,Test installation on all major platforms,https://github.com/alan-turing-institute/AIrsenal/issues/106,To review
aws-cloudformation/cfn-lint,Issue,body+title,OS=ubuntu; FIX=fails,cfn-lint fails with `ContextualVersionConflict` on Ubuntu,https://github.com/aws-cloudformation/cfn-lint/issues/1158,To review
Xpra-org/xpra,Issue,body+title,OS=centos; FIX=fails|fixed,Xpra fails on centos 8,https://github.com/Xpra-org/xpra/issues/2440,To review
csdms/pymt,Issue,body+title,OS=windows; FIX=fail|failing|fails; TEST_CI=appveyor|ci|test|tests; API=os.path,String comparison causing test to fail on Appveyor,https://github.com/csdms/pymt/issues/95,To review
Kintyre/ksconf,Issue,body+comment,OS=windows; FIX=bug|failing|fix|workaround; TEST_CI=test|tests; API=subprocess,unarchive: The system cannot find the file specified,https://github.com/Kintyre/ksconf/issues/62,To review
StackStorm/st2,Issue,body+comment+title,OS=centos; FIX=fix; TEST_CI=test; CAUSE=encoding|utf-8,core.sendmail action UTF-8/base64 encoding doesn't handle longer subject lines properly,https://github.com/StackStorm/st2/issues/4795,To review
OpenSourceEconomics/econ-project-templates,Issue,body+title,OS=linux|macos|windows; FIX=fails|fix,Clear instructions for setting up everything upfront & using PowerShell on Windows,https://github.com/OpenSourceEconomics/econ-project-templates/issues/63,To review
OSInside/kiwi,Issue,body+title,OS=linux; FIX=fail|fails|failure; TEST_CI=test,resize_filesystem: boot failure even if filesystem check is successful,https://github.com/OSInside/kiwi/issues/1209,To review
aws/aws-sam-cli,Issue,body+comment+title,OS=alpine|linux|macos|osx|ubuntu|windows; FIX=broken|cross-platform|workaround; TEST_CI=ci,Provide linux installation without homebrew,https://github.com/aws/aws-sam-cli/issues/1424,To review
VUnit/vunit,Issue,body,OS=mingw|mingw32|mingw64|msys|msys2|posix|windows; FIX=fix|fixed; API=os.name,Improve IS_WINDOWS_SYSTEM check,https://github.com/VUnit/vunit/issues/539,To review
OSInside/kiwi,Issue,comment,OS=debian|fedora; FIX=fail|fails|workaround; TEST_CI=matrix|test,Support for installing Flatpak applications,https://github.com/OSInside/kiwi/issues/1193,To review
ClusterLabs/pcs,Issue,body+comment,OS=debian; FIX=compatibility|fail|fix; TEST_CI=test|tests,python testsuite errors in set_sync_options,https://github.com/ClusterLabs/pcs/issues/210,To review
Xpra-org/xpra,Issue,body+comment,OS=linux|unix; FIX=broken|bug|fixed|fixes; TEST_CI=test|tests,"stateful sockets (ssl, ssh) cannot be serialized",https://github.com/Xpra-org/xpra/issues/2399,To review
common-workflow-language/cwltool,Issue,body+title,OS=alpine|posix|windows; FIX=portability; TEST_CI=test; CAUSE=permission denied,Error accessing docker start file under Windows,https://github.com/common-workflow-language/cwltool/issues/1182,To review
Xpra-org/xpra,Issue,body+comment,OS=linux|win32|windows; FIX=bug|compatibility|fix|fixed; TEST_CI=test; CAUSE=utf-8,popup window dropshadow is black,https://github.com/Xpra-org/xpra/issues/2398,To review
Xpra-org/xpra,Issue,body,OS=debian|windows; FIX=fails|fixed,minor issue collection,https://github.com/Xpra-org/xpra/issues/2397,To review
Xpra-org/xpra,Issue,body+comment,OS=linux|ubuntu|win32|windows; FIX=fails,"xpra-shadow clipboard ""no data handle""",https://github.com/Xpra-org/xpra/issues/2396,To review
alan-turing-institute/AIrsenal,Issue,comment,OS=linux|os x|ubuntu|windows|wsl; FIX=fix|fixed; TEST_CI=travis,"Getting ""UNIQUE constraint failed: player.player_id"" while running setup_airsenal_database",https://github.com/alan-turing-institute/AIrsenal/issues/76,To review
aws/aws-sam-cli,Issue,body+comment,OS=linux|osx|windows; FIX=bug|fix|fixed|workaround; TEST_CI=test,sam logs output mangled,https://github.com/aws/aws-sam-cli/issues/1359,To review
celery/billiard,Issue,body+title,OS=centos; FIX=regression; CAUSE=permission denied,Regression in 3.6.1 - Permission Denied,https://github.com/celery/billiard/issues/288,To review
Xpra-org/xpra,Issue,body+comment,OS=debian|fedora|linux|macos|unix|windows; FIX=bug|failing|fails|fix|fixed|fixes|regression|skip|workaround; TEST_CI=test|tests; CAUSE=.so,GTK2: pcmanfm: some mouse events missing,https://github.com/Xpra-org/xpra/issues/2390,To review
OmniSharp/omnisharp-vim,Issue,body+comment+title,OS=linux|windows|wsl; FIX=bug|failing|fix|fixed|workaround; TEST_CI=test,Stdio isn't working with NeoVim v0.4.0 in Windows,https://github.com/OmniSharp/omnisharp-vim/issues/499,To review
Xpra-org/xpra,Issue,body+comment+title,OS=centos|debian; FIX=broken|fail|fix|fixed|skip,beta repository: updates fail because of wrong versioning,https://github.com/Xpra-org/xpra/issues/2389,To review
Azure/azure-functions-python-worker,Issue,comment,OS=linux; FIX=fixed,Python worker doesn't log errors correctly when it's crashing the host,https://github.com/Azure/azure-functions-python-worker/issues/515,To review
NagiosEnterprises/ncpa,Issue,body+comment+title,OS=centos|unix|windows; FIX=broken|fix|fixed,"check_ncpa.py (Return code of 13, out of bounds) on epel repo nagios install on CentOS 7",https://github.com/NagiosEnterprises/ncpa/issues/557,To review
csiro-hydrogeology/pyela,Issue,title,OS=windows; FIX=fails,installation of 'pip' mayavi and pyqt5 using conda environment files fails on windows if run without admin privileges,https://github.com/csiro-hydrogeology/pyela/issues/16,To review
Xpra-org/xpra,Issue,body+title,OS=macos; FIX=bug|fixed|workaround; TEST_CI=tests,stuck keys on macOS when swap_keys=0,https://github.com/Xpra-org/xpra/issues/2380,To review
